  1,           gf- 1日目の予定,    10,    10,    10,     0
  3,           gf- 3日目の予定,    10,    10,    10,     0
  5,           gf- 5日目の予定,    10,    10,    10,     0
 11,           gf-11日目の予定,    10,    10,    10,     0
 13,           gf-13日目の予定,    10,    10,    10,     0
 25,           gf-25日目の予定,    10,    10,    10,     0
 26,           gf-26日目の予定,    10,    10,    10,     0
 28,           gf-28日目の予定,    10,    10,    10,     0
 30,           gf-30日目の予定,    10,    10,    10,     0
 31,           gf-31日目の予定,    10,    10,    10,     0
 38,           gf-38日目の予定,    10,    10,    10,     0
